"","objid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","specobjid","class","redshift","plate","mjd","fiberid"
"1344",1237648720686547200,163.356410823224,-0.494413637425745,19.95731,18.6402,18.08226,17.87531,17.71586,756,301,2,317,2712294595483428864,"STAR",0.0003145228,2409,54210,6
"1345",1237648720686547200,163.281035147851,-0.475568624584883,20.08716,20.39332,20.93398,21.33691,21.44023,756,301,2,317,2892444903172761600,"STAR",0.0003540773,2569,54234,29
"1346",1237648720686743552,163.713098022047,-0.469953555235536,17.89985,16.78002,16.63286,16.61409,16.62412,756,301,2,320,310778368008153088,"STAR",0.0006882805,276,51909,109
"1347",1237648720686743552,163.805115759428,-0.572175746667681,18.63258,17.59472,17.15296,16.96552,16.87494,756,301,2,320,310776993618618368,"STAR",0.0009475232,276,51909,104
"1348",1237648720686809088,163.854873944057,-0.467033577309877,20.25339,18.96535,19.0446,19.15457,19.19667,756,301,2,321,311959243479607296,"STAR",0.0005096729,277,51908,309
"1349",1237648720686874624,164.013806235218,-0.571881709775699,19.1002,18.05327,17.72587,17.61504,17.55536,756,301,2,322,311957319334258688,"STAR",0.000655093,277,51908,302
"1350",1237648720687005696,164.286301550292,-0.474841484658698,17.79439,16.70793,16.49356,16.45081,16.49115,756,301,2,324,311960892747048960,"STAR",2.190592e-05,277,51908,315
"1351",1237651252025032704,136.533874041998,55.9581572106417,16.43054,15.19474,15.22174,15.30752,15.39518,1345,301,5,197,506769064421517312,"STAR",0.0001285434,450,51908,415
"1352",1237651252025163776,137.108969539483,56.1381750572019,23.55128,21.2194,19.83792,19.29826,18.87589,1345,301,5,199,8191106659235373056,"STAR",7.694396e-05,7275,57093,672
"1353",1237651252025229312,137.386889851554,56.3140918591776,17.82388,16.83966,15.81985,16.41736,16.18799,1345,301,5,200,506814419276163072,"STAR",-8.874827e-05,450,51908,580
"1354",1237651252025229568,137.208996205,56.2609312450778,19.90388,18.7782,18.75431,18.78926,18.84902,1345,301,5,200,506802049770350592,"STAR",-0.0005439347,450,51908,535
"1355",1237651252025230080,137.458807235786,56.2342550726109,24.80432,21.57032,20.29165,19.7887,19.13065,1345,301,5,200,506810845863372800,"STAR",-7.936091e-05,450,51908,567
"1356",1237651252025295104,137.521812264227,56.2794228841994,22.28683,19.99928,18.50856,17.90871,17.20194,1345,301,5,201,506811120741279744,"STAR",-3.56693e-06,450,51908,568
"1357",1237651252025360640,137.861555976722,56.471898648467,22.44956,19.81494,18.25036,16.42198,15.41614,1345,301,5,202,507866377026037760,"STAR",-0.0001629495,451,51908,311
"1358",1237651252025556992,138.479621449185,56.710752367175,19.15153,17.86031,17.42355,17.25358,17.23617,1345,301,5,205,507890016526034944,"STAR",-3.523769e-05,451,51908,397
"1359",1237651252025556992,138.479329480967,56.708451232986,23.27893,21.08307,19.58971,18.18988,17.41978,1345,301,5,205,9228032165257650176,"STAR",-6.51179e-05,8196,57346,569
"1360",1237651252025688064,138.692808051594,57.0048578707466,17.54097,16.54629,16.26087,16.14343,16.09804,1345,301,5,207,507886443113244672,"STAR",6.841511e-06,451,51908,384
"1361",1237651252025753856,138.788152551482,57.1183916486973,25.38021,21.94382,20.28059,18.19322,16.95912,1345,301,5,208,507896888473708544,"STAR",-5.553838e-05,451,51908,422
"1362",1237651252025753856,139.002858592215,57.0204416290182,24.57748,22.42538,20.86024,18.79744,17.68084,1345,301,5,208,507897987985336320,"STAR",9.169921e-05,451,51908,426
"1363",1237651252025753856,139.036369945018,57.0125876749712,25.51675,22.23271,20.71099,18.69222,17.61366,1345,301,5,208,507896613595801600,"STAR",0.000102561,451,51908,421
"1364",1237651252025819136,139.102667343585,57.2094114230964,19.45201,18.24838,18.34614,18.4758,18.5579,1345,301,5,209,507869400683014144,"STAR",-0.000219676,451,51908,322
"1365",1237651252025884928,139.277636477039,57.3204772888899,23.3731,21.59488,20.06198,18.17044,17.07023,1345,301,5,210,507880395799291904,"STAR",0.0001048775,451,51908,362
"1366",1237651252026016000,139.730577546765,57.4906137388638,20.65116,20.44468,20.36589,20.42214,20.92734,1345,301,5,212,544937511051356160,"STAR",0.0002102769,484,51907,7
"1367",1237651252026277888,140.569413617995,57.8036625635115,18.25655,17.32632,16.37392,16.87686,16.63744,1345,301,5,216,507924926020216832,"STAR",-0.00134886,451,51908,524
"1368",1237651252026278144,140.589654585717,57.9095835726657,19.35541,18.34121,17.95373,17.8135,17.76188,1345,301,5,216,544943833243215872,"STAR",-0.0003404192,484,51907,30
"1369",1237651252026343680,140.636004886691,57.9459567059689,24.48861,22.51852,21.1677,19.09708,18.06635,1345,301,5,217,509004371611117568,"STAR",-0.0002390387,452,51911,355
"1370",1237651252026474496,141.348166461115,58.0167245528546,17.63206,16.58634,16.26525,16.12887,16.09966,1345,301,5,219,509014542093674496,"STAR",0.000779922,452,51911,392
"1371",1237651252026474496,141.186269796576,58.173463478067,18.93566,18.80389,18.89234,19.04545,19.28694,1345,301,5,219,509003272099489792,"STAR",-0.0003111634,452,51911,351
"1372",1237651252026605568,141.823569143778,58.3389478568127,17.81487,16.8404,17.48175,16.14095,15.81699,1345,301,5,221,509012343070418944,"STAR",-3.215268e-06,452,51911,384
"1373",1237651252026671104,141.940733796293,58.3562864580792,24.34033,21.92433,20.36263,19.22717,18.65419,1345,301,5,222,509025262332045312,"STAR",-1.037319e-05,452,51911,431
"1374",1237651252026736640,142.134485142411,58.409547822658,19.04761,18.15117,17.83382,17.69068,17.64062,1345,301,5,223,9230129209279488000,"STAR",-9.878702e-06,8198,57374,6
"1375",1237651252026736640,142.097254473318,58.4520144015389,18.84942,17.23521,16.00706,16.34146,16.04618,1345,301,5,223,509026361843673088,"STAR",-6.33865e-05,452,51911,435
"1376",1237651252026867968,142.507317475935,58.741848094671,20.4856,18.43709,17.67432,18.11465,17.17546,1345,301,5,225,509007670146000896,"STAR",-0.0002061764,452,51911,367
"1377",1237651252026933248,142.843192307493,58.6920392859921,19.01392,17.86014,17.48521,17.33698,17.30675,1345,301,5,226,509008769657628672,"STAR",-0.0004895329,452,51911,371
"1378",1237651252026933248,142.943534501397,58.8242508392263,17.75158,16.67106,16.32655,16.20732,16.18748,1345,301,5,226,509007120390187008,"STAR",-0.0001482094,452,51911,365
"1379",1237651252027326464,144.254773760134,59.3262434101329,18.64366,17.64913,17.27161,17.10471,17.06915,1345,301,5,232,510130546462976000,"STAR",-0.0008346696,453,51915,356
"1380",1237651252027785472,146.15564550847,59.8655157708271,22.52808,19.83604,18.64975,18.20272,17.96544,1345,301,5,239,510146764259485696,"STAR",-8.951276e-05,453,51915,415
"1381",1237651252027916544,146.546351038554,60.1279616613379,21.00902,19.8564,19.88458,19.86722,19.80249,1345,301,5,241,510156659864135680,"STAR",-0.0004589417,453,51915,451
"1382",1237651252028112896,147.191237691851,60.2793551224419,19.34011,18.2965,17.92468,18.54288,17.72286,1345,301,5,244,510188820579248128,"STAR",-2.98999e-06,453,51915,568
"1383",1237651252028178432,147.3165409291,60.4816999135459,18.45121,17.49483,17.15492,17.04631,17.00769,1345,301,5,245,510187446189713408,"STAR",-0.0005926429,453,51915,563
"1384",1237651252028178688,147.556760200524,60.4108515511611,19.15227,18.2571,18.01664,17.93006,17.87602,1345,301,5,245,510197891550177280,"STAR",-0.0002121254,453,51915,601
"1385",1237651252028309760,147.896656618286,60.4943266533272,19.87164,19.99781,19.94567,20.15479,19.99486,1345,301,5,247,867041372845139968,"STAR",-0.0001722025,770,52282,358
"1386",1237651252028375296,148.064249027791,60.6820352232515,19.63576,18.46575,18.02574,17.8367,17.7836,1345,301,5,248,867050443816069120,"STAR",-9.87589e-05,770,52282,391
"1387",1237651252028376064,148.192063503935,60.5787462662734,24.71666,25.36852,22.79402,20.33554,18.58977,1345,301,5,248,867050993571883008,"STAR",-0.0001025588,770,52282,393
"1388",1237651252028440576,148.336757056237,60.7028779253563,17.58119,16.38055,16.4876,15.74034,15.60354,1345,301,5,249,867061713810253824,"STAR",0.0003292191,770,52282,432
"1389",1237651252028441088,148.564124322075,60.7683526512813,25.42302,22.83458,21.26422,19.35,18.33446,1345,301,5,249,867059239909091328,"STAR",0.0001107384,770,52282,423
"1390",1237651252028506112,148.549995855928,60.8734044135708,22.09224,19.69087,18.4402,18.00603,17.69308,1345,301,5,250,867061438932346880,"STAR",-9.649812e-06,770,52282,431
"1391",1237651252028506368,148.82300037351,60.7331042019597,22.90988,20.73073,19.09145,16.75965,15.52051,1345,301,5,250,867070784781182976,"STAR",-7.750963e-05,770,52282,465
"1392",1237651252028571648,148.998902275551,60.9112650056377,16.44518,15.29157,15.271,15.30513,15.37784,1345,301,5,251,867071609414903808,"STAR",-0.0001876141,770,52282,468
"1393",1237651252028702976,149.629303063347,61.024166369206,24.49533,20.58792,19.18955,20.28111,17.22061,1345,301,5,253,867079855752112128,"STAR",-1.561728e-05,770,52282,498
"1394",1237651252028833792,150.051784891656,61.2319359563834,17.80314,16.80689,16.45541,16.32433,16.29009,1345,301,5,255,867055941374208000,"STAR",-0.0001511776,770,52282,411
"1395",1237651252029030656,150.647486722877,61.4852940544074,24.55899,22.19153,20.78537,18.8399,17.72932,1345,301,5,258,867091400624203776,"STAR",2.841009e-05,770,52282,540
"1396",1237651252029095936,150.985696498977,61.5047543320889,18.45297,17.34933,16.9827,16.87937,16.82441,1345,301,5,259,868166999350470656,"STAR",-1.688981e-05,771,52370,357
"1397",1237651252029096192,151.284809306445,61.4883268078501,19.53597,18.5017,18.27931,18.22642,18.20771,1345,301,5,259,867087827211413504,"STAR",-0.000483825,770,52282,527
"1398",1237651252029292544,151.914173463578,61.6563980952908,17.81753,16.69804,16.34132,16.21181,16.16815,1345,301,5,262,868178819100469248,"STAR",-2.977478e-05,771,52370,400
"1399",1237651252029292800,151.998795600196,61.6578616845943,24.67155,22.26504,20.7078,18.83631,17.82283,1345,301,5,262,868174695931865088,"STAR",-0.0002068828,771,52370,385
"1400",1237651252029423616,152.322772987493,61.9730913846914,18.69488,17.59954,17.12867,16.93608,16.86624,1345,301,5,264,868186790559770624,"STAR",-0.0001610702,771,52370,429
"1401",1237648703517491456,215.726096499311,-0.72109932773369,20.20718,17.97462,16.69951,16.3811,16.06514,752,301,2,482,342279920866584576,"STAR",-0.0001016655,304,51609,23
"1402",1237648703517491456,215.729288214286,-0.744104990225337,20.86458,18.38236,17.24549,16.84281,16.48328,752,301,2,482,342281845011933184,"STAR",-1.164627e-05,304,51609,30
"1403",1237648703517491456,215.755195279591,-0.64561008026267,19.06073,17.3856,16.35453,16.25618,15.96754,752,301,2,482,342282119889840128,"STAR",-6.616062e-05,304,51609,31
"1404",1237648703517491456,215.758075432687,-0.827131382137273,23.13921,21.46749,21.28439,20.41886,20.60362,752,301,2,482,4539845117654048768,"STAR",0.0003739247,4032,55333,788
"1405",1237648703517556992,215.847383233046,-0.764223387818817,22.34469,20.29219,19.69345,19.14877,18.92622,752,301,2,483,4535217827800391680,"STAR",-5.347923e-05,4028,55621,338
"1406",1237648703517556992,215.893185670701,-0.829959453424014,20.6046,19.44346,19.12229,18.77148,18.65928,752,301,2,483,4538518561421762560,"STAR",-0.0007511516,4031,55604,58
"1407",1237648703517622528,216.044470764425,-0.799057169940944,20.04115,18.70934,18.6171,18.55538,18.55113,752,301,2,484,343452275206809600,"STAR",-0.0007281509,305,51613,192
"1408",1237648703517753600,216.344015293557,-0.737175901048502,19.47256,18.30432,17.65153,17.20574,16.88562,752,301,2,486,343431109607974912,"STAR",-0.0001283903,305,51613,115
"1409",1237648703517949952,216.7994518453,-0.764098141593678,18.97083,18.15015,17.81519,17.70127,17.65623,752,301,2,489,1033687205488388096,"STAR",0.0001525042,918,52404,404
"1410",1237648703518212096,217.356430851372,-0.828026434901578,24.57561,21.99882,20.02973,18.26851,17.70772,752,301,2,493,1033724588883732480,"STAR",-3.166942e-05,918,52404,540
"1411",1237648703518343168,217.654609243079,-0.796908203901509,18.1821,17.17217,17.00973,16.96856,16.9723,752,301,2,495,344595492824442880,"STAR",-0.0002822079,306,51637,255
"1412",1237648703518540032,218.066108001937,-0.671030288805028,23.1566,20.97953,20.47134,20.14477,19.81147,752,301,2,498,344563606987237376,"STAR",2.826157e-05,306,51637,139
"1413",1237648703518736640,218.616732774448,-0.660256616327183,18.62308,17.3915,17.57241,17.64577,17.71435,752,301,2,501,345734862184933376,"STAR",-0.000311667,307,51663,304
"1414",1237648703518801920,218.750912231893,-0.768421155331515,18.42516,18.57071,18.43024,18.40806,18.35974,752,301,2,502,344526498469799936,"STAR",-0.0001198222,306,51637,4
"1415",1237648703518867712,218.808767228572,-0.723422660652708,20.02813,19.02832,18.81857,18.70264,18.64438,752,301,2,503,345729364626794496,"STAR",-0.0005380892,307,51663,284
"1416",1237648703518868736,218.821660434104,-0.770244776916589,26.27099,25.19463,22.96048,20.36509,18.56322,752,301,2,503,345731013894236160,"STAR",-1.320748e-05,307,51663,290
"1417",1.237648703519e+18,219.123630299939,-0.755380315114951,16.47707,15.33635,15.38464,15.45339,15.5344,752,301,2,505,345720843411679232,"STAR",-0.0003643283,307,51663,253
"1418",1237648703519064064,219.242320825613,-0.701896751525789,19.02089,18.1265,17.90162,17.81038,17.84084,752,301,2,506,1034849389362833408,"STAR",0.0004068406,919,52409,536
"1419",1237648703519064320,219.253728515581,-0.739434997843843,20.3365,19.07644,18.89763,18.81419,18.82821,752,301,2,506,345710947807029248,"STAR",0.0001082526,307,51663,217
"1420",1237648703519129856,219.495081717815,-0.776775303450329,20.21135,19.77,19.80032,19.82771,20.13923,752,301,2,507,1034857910577948672,"STAR",-7.693981e-05,919,52409,567
"1421",1237648703519195392,219.643706492222,-0.824526162950597,19.88049,19.67401,19.96881,20.19641,20.27463,752,301,2,508,345686758551218176,"STAR",-0.0003764707,307,51663,129
"1422",1237648703519457536,220.141555712472,-0.77242907696698,19.79904,18.72347,18.8249,18.97001,19.12572,752,301,2,512,345665592952383488,"STAR",-0.0004424755,307,51663,52
"1423",1237648703519523072,220.365969078119,-0.712557308803746,19.63091,18.63079,18.41841,18.312,18.33168,752,301,2,513,346860762074998784,"STAR",0.0003733599,308,51662,304
"1424",1237648703519589632,220.486047073368,-0.69925070377923,25.59574,24.11077,22.80837,19.91773,18.68285,752,301,2,514,346861036952905728,"STAR",-5.700379e-05,308,51662,305
"1425",1237648703519654144,220.714495287867,-0.643185926214662,18.45205,16.96424,16.35581,16.07859,15.94818,752,301,2,515,3303473967171397632,"STAR",-0.0008346067,2934,54626,304
"1426",1237648703519719424,220.776945775116,-0.808875151611895,16.17123,14.95535,14.51285,14.34609,14.31806,752,301,2,516,345656796859361280,"STAR",-0.0004569493,307,51663,20
"1427",1237648703519719424,220.857089052961,-0.669616024088263,18.14471,17.23286,16.87227,16.70683,16.66756,752,301,2,516,3275326469953316864,"STAR",0.0001817581,2909,54653,304
"1428",1237648703519719680,220.789456886563,-0.628608401335836,19.51536,17.29558,16.44006,16.13251,15.96793,752,301,2,516,3303474242049304576,"STAR",-1.971006e-05,2934,54626,305
"1429",1237648703519784960,221.026890308982,-0.68367456285518,18.03252,16.86871,16.45892,16.2978,16.2526,752,301,2,517,3275322896540526592,"STAR",1.781493e-05,2909,54653,291
"1430",1237648703519785216,220.949685161323,-0.805567076724428,19.86978,17.70835,16.8178,16.42849,16.21868,752,301,2,517,3303470393758607360,"STAR",0.0001401204,2934,54626,291
"1431",1237648703519785216,221.020364167487,-0.696752706041461,20.07389,18.63146,18.0488,17.82901,17.71011,752,301,2,517,3303472867659769856,"STAR",-0.0002870504,2934,54626,300
"1432",1237648703519785472,220.968827032668,-0.772322207768637,22.08966,20.74423,20.17315,19.95942,19.90784,752,301,2,517,3303467919857444864,"STAR",-0.0003483929,2934,54626,282
"1433",1237648703519850496,221.040321308026,-0.769965920888974,19.17008,17.98394,17.49202,17.36273,17.21504,752,301,2,518,3303471218392328192,"STAR",0.0003247732,2934,54626,294
"1434",1237648703519850496,221.047187115826,-0.713642829418043,20.31327,18.4647,17.56942,17.25577,17.22692,752,301,2,518,3303471768148142080,"STAR",-0.0001094346,2934,54626,296
"1435",1237648703519850496,221.143898745656,-0.63938110391411,18.89581,17.95963,17.65378,17.52514,17.47813,752,301,2,518,3275325370441689088,"STAR",0.0001745653,2909,54653,300
"1436",1237648703519850752,221.085381988734,-0.830928942871729,21.48024,20.13095,19.54789,19.29484,19.11709,752,301,2,518,3303470943514421248,"STAR",0.0001767552,2934,54626,293
"1437",1237648703519851008,221.185866637877,-0.817494326399807,21.84678,20.77262,20.25499,20.08443,19.87972,752,301,2,518,3303458848886515712,"STAR",-0.0001204705,2934,54626,249
"1438",1237648703519916032,221.197261455658,-0.761412085724889,17.85688,16.69466,16.21217,15.98475,15.87092,752,301,2,519,3275321797028898816,"STAR",-8.520326e-05,2909,54653,287
"1439",1237648703519916288,221.305359313861,-0.640110724019838,18.98342,18.00282,17.62617,17.47908,17.44161,752,301,2,519,3275322621662619648,"STAR",5.917064e-05,2909,54653,290
"1440",1237648703519916288,221.308631869186,-0.669229574611462,18.31471,16.91171,16.36316,16.13785,16.01802,752,301,2,519,3303457749374887936,"STAR",-9.932231e-05,2934,54626,245
"1441",1237648703519916288,221.311391969394,-0.739079446326127,18.62208,17.53827,17.10352,16.90455,16.81065,752,301,2,519,3275313000935876608,"STAR",-0.0001679291,2909,54653,255
"1442",1237648703519916288,221.238437487754,-0.692611195194364,20.21109,19.09366,18.81715,18.71523,18.71507,752,301,2,519,3303457474496980992,"STAR",0.0003900727,2934,54626,244
"1443",1237648703519916288,221.32287635616,-0.654667545736893,19.98431,18.45871,17.75784,17.45867,17.29741,752,301,2,519,3303461597665585152,"STAR",0.0007218294,2934,54626,259
"1444",1237648703519981568,221.339775451305,-0.72405905624813,15.25289,14.09157,14.10196,14.13617,14.21219,752,301,2,520,3275311626546341888,"STAR",0.0006280643,2909,54653,250
"1445",1237648703519981568,221.388874940812,-0.766389389361113,16.39194,15.30595,14.84423,14.62113,14.53207,752,301,2,520,3275314100447504384,"STAR",-2.985699e-05,2909,54653,259
"1446",1237648703519981568,221.39619640855,-0.661843869359547,17.64212,16.60551,16.25631,16.11248,16.06944,752,301,2,520,3275311351668434944,"STAR",5.683174e-05,2909,54653,249
"1447",1237648703519981568,221.450556508185,-0.687502767777377,16.18371,14.89835,14.43352,14.27647,14.20581,752,301,2,520,3275310527034714112,"STAR",3.504528e-05,2909,54653,246
"1448",1237648703519981824,221.460629245581,-0.672574932261811,16.81189,15.50709,14.94685,14.73445,14.63479,752,301,2,520,3275311901424248832,"STAR",-0.000262336,2909,54653,251
"1449",1237648703519981824,221.484878403394,-0.717896429891948,18.48094,17.4971,17.23294,17.11411,17.08033,752,301,2,520,3275310252156807168,"STAR",0.0002163344,2909,54653,245
"1450",1237648703519981824,221.463051488288,-0.761475705561717,19.75972,18.85349,18.6243,18.54185,18.52592,752,301,2,520,3303460498153957376,"STAR",-0.0001367572,2934,54626,255
"1451",1237648704579502080,188.963398160229,0.207918952320813,19.60002,18.59853,18.33596,18.24927,18.21314,752,301,4,303,3287765243471620096,"STAR",-0.0001820743,2920,54562,500
"1452",1237648704579502336,188.995124071052,0.109959438279542,20.87965,19.72739,19.40205,19.28127,19.27468,752,301,4,303,3287762769570457600,"STAR",0.0001767799,2920,54562,491
"1453",1237648704579567616,189.034909850836,0.204572144369207,18.25708,17.23043,17.10457,17.06309,17.08691,752,301,4,304,3259615271983278080,"STAR",-0.0002485699,2895,54567,491
"1454",1237648704579567616,189.069785617209,0.0646057688194689,18.06198,18.17445,18.66319,18.97943,19.28476,752,301,4,304,3287760570547202048,"STAR",-6.93225e-05,2920,54562,483
"1455",1237648704579567616,189.087507450218,0.0260351114202999,17.65168,16.46087,16.11174,15.96434,15.91781,752,301,4,304,3259617471006533632,"STAR",-3.760384e-05,2895,54567,499
"1456",1237648704579567616,189.121383785822,0.156923078701191,17.44747,16.1568,15.64906,15.43061,15.3442,752,301,4,304,3259613072960022528,"STAR",0.000626346,2895,54567,483
"1457",1237648704579567616,189.141856118321,0.13201568070341,17.64121,16.31137,15.83296,15.64754,15.56873,752,301,4,304,3259614997105371136,"STAR",0.000123686,2895,54567,490
"1458",1237648704579567872,189.132000674924,0.197126872215081,20.03475,18.85081,18.29942,18.10202,17.98308,752,301,4,304,3287766892739061760,"STAR",0.0001786078,2920,54562,506
"1459",1237648704579633152,189.177250218689,0.015502143110133,17.44684,16.47435,16.19601,16.08416,16.06882,752,301,4,305,3259616646372812800,"STAR",0.0006821363,2895,54567,496
"1460",1237648704579633152,189.275452479608,0.0547997948931387,18.55441,17.61557,17.4075,17.31738,17.33438,752,301,4,305,3259523737640265728,"STAR",-0.0003655981,2895,54567,158
"1461",1237648704579633408,189.292617008525,0.087821589562382,17.98142,16.53124,15.98778,15.77157,15.66088,752,301,4,305,3259622968564672512,"STAR",0.0001777472,2895,54567,519
"1462",1237648704579633408,189.188281762233,0.0699637499776555,19.39293,18.38481,17.95502,17.74713,17.71264,752,301,4,305,3287767992250689536,"STAR",0.0003839085,2920,54562,510
"1463",1237648704579633408,189.193199805226,0.0101889146378956,19.94205,18.26031,17.61461,17.36993,17.25627,752,301,4,305,3287769366640224256,"STAR",-0.000116481,2920,54562,515
"1464",1237648704579633408,189.249772596933,0.0792903396472438,20.1867,19.28255,19.10062,19.03334,19.22211,752,301,4,305,3287767442494875648,"STAR",-0.000425267,2920,54562,508
"1465",1237648704579633408,189.278466023766,0.00685072161219464,20.53734,19.6079,19.39169,19.32635,19.37039,752,301,4,305,3287768542006503424,"STAR",0.0003625039,2920,54562,512
"1466",1237648704579698688,189.349544980921,0.146703590056431,17.95998,16.9956,16.61325,16.44035,16.34248,752,301,4,306,3259621869053044736,"STAR",0.0001414141,2895,54567,515
"1467",1237648704579698688,189.436852064282,0.0859801367074956,19.19136,18.31329,18.03049,17.93967,17.93863,752,301,4,306,3287767167616968704,"STAR",0.0004259483,2920,54562,507
"1468",1237648704579698688,189.437589533475,0.074917647701723,17.14412,16.21274,15.921,15.81878,15.81111,752,301,4,306,3259620769541416960,"STAR",0.0006455852,2895,54567,511
"1469",1237648704579698688,189.305945712952,0.124716642955779,20.67423,19.54932,19.5493,19.60363,19.65401,752,301,4,306,3287769916396038144,"STAR",-0.0002466539,2920,54562,517
"1470",1237648704579764224,189.488222363478,0.0161421960824038,17.51531,16.20045,15.68766,15.51929,15.4486,752,301,4,307,3259622693686765568,"STAR",-0.0002351612,2895,54567,518
"1471",1237648704579764224,189.586146472602,0.0390632172764193,18.96314,17.59786,17.08255,16.91562,16.82683,752,301,4,307,3259633963680950272,"STAR",0.0002892787,2895,54567,559
"1472",1237648704579764224,189.472150713007,0.16806646763048,20.97614,20.30011,20.04928,19.94361,20.10171,752,301,4,307,3287780911512315904,"STAR",0.0003269468,2920,54562,557
"1473",1237648704579764480,189.533392240528,0.0126110443103703,20.40941,19.57784,19.24984,19.12248,19.04831,752,301,4,307,3287781736146036736,"STAR",-9.892975e-06,2920,54562,560
"1474",1237648704579764480,189.549297033754,0.11563302943324,20.36458,19.04996,18.48231,18.24839,18.14157,752,301,4,307,3287779812000688128,"STAR",0.0003719044,2920,54562,553
"1475",1237648704579764480,189.586495391511,0.169974095083833,19.9542,18.16367,17.34059,17.0832,16.84924,752,301,4,307,327735861284202496,"STAR",-0.0002481337,291,51928,360
"1476",1237648704579764480,189.487520425258,0.100404361237073,21.66077,20.50371,19.95048,19.75905,19.7336,752,301,4,307,3287781461268129792,"STAR",0.0002097133,2920,54562,559
"1477",1237648704579764480,189.564939921385,0.102248255336049,21.40695,20.54849,20.32174,20.25355,20.30769,752,301,4,307,3287780086878595072,"STAR",0.0006442111,2920,54562,554
"1478",1237648704579829760,189.625427002086,0.0973283394102406,19.29418,17.84228,17.29527,17.1264,17.03474,752,301,4,308,3259633688803043328,"STAR",2.081881e-05,2895,54567,558
"1479",1237648704579829760,189.688253153562,0.125406053855735,16.30124,15.3312,15.01175,14.89482,14.85194,752,301,4,308,3259633139047229440,"STAR",0.0004007011,2895,54567,556
"1480",1237648704579830016,189.750830708972,0.0853214625998544,18.57187,17.56417,17.22917,17.10789,17.06586,752,301,4,308,3259633413925136384,"STAR",0.0001195065,2895,54567,557
"1481",1237648704579830016,189.751918218681,0.124340953010367,16.46668,15.269,14.88395,14.74644,14.71614,752,301,4,308,3259632864169322496,"STAR",-9.97186e-05,2895,54567,555
"1482",1237648704579830016,189.645680528144,0.0360793687634062,21.43986,20.49584,20.14962,20.06144,20.03066,752,301,4,308,3287780361756502016,"STAR",9.477687e-05,2920,54562,555
"1483",1237648704579830016,189.669861486834,0.185954083161341,20.17376,18.88077,18.31617,18.06534,17.90922,752,301,4,308,3287779262244874240,"STAR",0.0001245792,2920,54562,551
"1484",1237648704579830016,189.699587104751,0.169472166859198,19.48091,18.24233,17.72408,17.4977,17.36199,752,301,4,308,3259632589291415552,"STAR",0.0006889433,2895,54567,554
"1485",1237648704579830272,189.705932565172,0.177634323228797,21.08356,20.34515,20.14182,20.07439,20.35214,752,301,4,308,3287779537122781184,"STAR",0.0003308397,2920,54562,552
"1486",1237648704579895296,189.763294154829,0.153030166906332,18.95565,18.12916,17.77666,17.61678,17.54009,752,301,4,309,3287791631750686720,"STAR",0.001081874,2920,54562,596
"1487",1237648704579895296,189.807469661045,0.20031437366877,17.49214,15.80527,15.13732,14.87314,14.72937,752,301,4,309,3259642759773972480,"STAR",-5.636068e-05,2895,54567,591
"1488",1237648704579895296,189.812214957554,0.153446341082857,17.84209,16.9064,16.63681,16.526,16.5028,752,301,4,309,3259643584407693312,"STAR",0.0001501523,2895,54567,594
"1489",1237648704579895296,189.833515520377,0.178376129050569,18.96813,17.94991,17.49515,17.27039,17.14994,752,301,4,309,3259643309529786368,"STAR",2.683521e-05,2895,54567,593
"1490",1237648704579895296,189.875581849812,0.0874287729562777,16.88696,15.18882,14.49096,14.194,14.03214,752,301,4,309,3259644134163507200,"STAR",-0.000192874,2895,54567,596
"1491",1237648704579895552,189.801603037553,0.0390387754001154,20.0563,18.49502,17.77344,17.45419,17.27229,752,301,4,309,3287792731262314496,"STAR",-1.915018e-05,2920,54562,600
"1492",1237648704579960832,189.943937171387,0.0321910269942913,17.67683,16.28368,15.74505,15.53762,15.45809,752,301,4,310,3259644409041414144,"STAR",-8.510021e-06,2895,54567,597
"1493",1237648704579960832,189.963307798313,0.026416946108288,18.79221,17.14565,16.3918,16.12313,15.95462,752,301,4,310,3287792456384407552,"STAR",0.0001818344,2920,54562,599
"1494",1237648704579960832,190.019425662598,0.114720597701022,18.71593,17.80663,17.51447,17.38921,17.32898,752,301,4,310,3259643859285600256,"STAR",-0.0008800838,2895,54567,595
"1495",1237648704579960832,190.024318378909,0.0274767731725261,18.18102,16.10131,15.23747,14.90805,14.71646,752,301,4,310,3259644683919321088,"STAR",0.0001469918,2895,54567,598
"1496",1237648704579960832,190.033969903029,0.170947471016646,17.92852,16.14211,15.48818,15.27864,15.18214,752,301,4,310,3259655953913505792,"STAR",2.172876e-05,2895,54567,639
"1497",1237648704579960832,190.044173796417,0.0943648238430706,17.22087,15.83089,15.29508,15.0836,14.9742,752,301,4,310,3259656228791412736,"STAR",-0.000105379,2895,54567,640
"1498",1237648704579960832,189.909203639953,0.0731672734121425,20.71984,19.75201,19.63193,19.60675,19.62885,752,301,4,310,3287791906628593664,"STAR",0.0001651765,2920,54562,597
"1499",1237648704579960832,189.914452757627,0.137452160139686,20.03209,18.84661,18.86993,18.88807,18.99805,752,301,4,310,3287791356872779776,"STAR",6.554274e-05,2920,54562,595
"1500",1237648704579960832,189.919621729519,0.0442895150677919,20.26151,19.06531,18.56516,18.35882,18.29891,752,301,4,310,3287792181506500608,"STAR",4.813153e-05,2920,54562,598
